старый_ADJ,новый_ADJ,0.00
сообразительный_ADJ,интеллектуальный_ADJ,8.31
тяжелый_ADJ,трудный_ADJ,8.62
счастливый_ADJ,радостный_ADJ,8.46
тяжелый_ADJ,легкий_ADJ,0.00
быстрый_ADJ,скоростной_ADJ,9.15
счастливый_ADJ,довольный_ADJ,8.08
короткий_ADJ,длинный_ADJ,0.00
глупый_ADJ,тупой_ADJ,8.23
чудный_ADJ,странный_ADJ,8.54
широкий_ADJ,узкий_ADJ,0.00
плохой_ADJ,ужасный_ADJ,8.62
легкий_ADJ,трудный_ADJ,0.00
плохой_ADJ,ужасный_ADJ,8.62
трудный_ADJ,простой_ADJ,0.00
сообразительный_ADJ,тупой_ADJ,0.00
безумный_ADJ,сумасшедший_ADJ,9.31
счастливый_ADJ,рассердить_VERB,0.00
большой_ADJ,огромный_ADJ,9.15
твердый_ADJ,прочный_ADJ,7.77
новый_ADJ,свежий_ADJ,7.77
острый_ADJ,тупой_ADJ,0.00
скорый_ADJ,скоростной_ADJ,9.15
тупой_ADJ,дурацкий_ADJ,7.54
прекрасный_ADJ,потрясать_VERB,8.46
странный_ADJ,необычный_ADJ,8.92
счастливый_ADJ,злой_ADJ,0.00
узкий_ADJ,широкий_ADJ,0.00
простой_ADJ,легкий_ADJ,7.00
старый_ADJ,свежий_ADJ,0.00
казаться_VERB,очевидный_ADJ,2.92
недорогой_ADJ,дешевый_ADJ,9.46
приятный_ADJ,великодушный_ADJ,3.54
ненормальный_ADJ,нормальный_ADJ,0.00
ненормальный_ADJ,необычный_ADJ,5.92
плохой_ADJ,безнравственный_ADJ,5.85
печальный_ADJ,смешной_ADJ,0.00
прекрасный_ADJ,великолепный_ADJ,9.38
виноватый_ADJ,пристыжать_VERB,7.62
красивый_ADJ,прекрасный_ADJ,9.38
самоуверенный_ADJ,уверенный_ADJ,7.38
тупой_ADJ,глупый_ADJ,8.85
крупный_ADJ,большой_ADJ,9.46
милый_ADJ,жестокий_ADJ,0.00
нетерпеливый_ADJ,беспокойный_ADJ,7.77
большой_ADJ,широкий_ADJ,3.31
сильный_ADJ,гордый_ADJ,3.23
ненужный_ADJ,необходимый_ADJ,0.00
неугомонный_ADJ,молодой_ADJ,1.85
тупой_ADJ,интеллектуальный_ADJ,0.00
плохой_ADJ,великолепный_ADJ,0.00
трудный_ADJ,простой_ADJ,0.00
необходимый_ADJ,важный_ADJ,7.38
плохой_ADJ,потрясать_VERB,0.00
рассердить_VERB,довольный_ADJ,0.00
честный_ADJ,виноватый_ADJ,0.00
легкий_ADJ,трудный_ADJ,0.00
покладистый_ADJ,гибкий_ADJ,4.00
убежденный_ADJ,бесспорный_ADJ,5.92
неотъемлемый_ADJ,необходимый_ADJ,8.15
необычный_ADJ,обычный_ADJ,0.00
хитрый_ADJ,умный_ADJ,3.38
решающий_ADJ,важный_ADJ,7.08
жесткий_ADJ,жестокий_ADJ,3.77
ребячливый_ADJ,безрассудный_ADJ,5.08
скудный_ADJ,редкий_ADJ,4.85
дружелюбный_ADJ,великодушный_ADJ,4.46
ранить_VERB,бесстрастный_ADJ,0.15
длинный_ADJ,узкий_ADJ,1.00
большой_ADJ,тяжелый_ADJ,2.92
грубый_ADJ,равнодушный_ADJ,2.85
эксцентричный_ADJ,странный_ADJ,6.31
нелегальный_ADJ,безнравственный_ADJ,1.62
плохой_ADJ,виноватый_ADJ,1.62
современный_ADJ,старинный_ADJ,0.00
новый_ADJ,старый_ADJ,0.00
скучный_ADJ,смешной_ADJ,0.00
счастливый_ADJ,молодой_ADJ,0.46
легкий_ADJ,большой_ADJ,0.00
прекрасный_ADJ,ужасный_ADJ,0.00
крошечный_ADJ,огромный_ADJ,0.00
вежливый_ADJ,приличный_ADJ,5.38
скромный_ADJ,пристыжать_VERB,1.62
экзотичный_ADJ,редкий_ADJ,7.46
тупой_ADJ,умный_ADJ,0.00
восхитительный_ADJ,прекрасный_ADJ,9.08
заметный_ADJ,очевидный_ADJ,6.77
испуганный_ADJ,встревожить_VERB,7.77
официальный_ADJ,приличный_ADJ,2.31
тоскливый_ADJ,скучный_ADJ,8.62
восхитительный_ADJ,радостный_ADJ,5.23
несчастный_ADJ,рассердить_VERB,0.92
печальный_ADJ,ужасный_ADJ,2.31
больной_ADJ,сумасшедший_ADJ,4.62
яростный_ADJ,злой_ADJ,7.46
грузить_VERB,тяжелый_ADJ,6.38
грязный_ADJ,дешевый_ADJ,0.77
эластичный_ADJ,гибкий_ADJ,7.92
твердый_ADJ,плотный_ADJ,6.31
недавний_ADJ,новый_ADJ,6.77
дерзкий_ADJ,гордый_ADJ,0.85
скрытный_ADJ,странный_ADJ,3.15
странный_ADJ,скрытный_ADJ,2.69
немой_ADJ,редкий_ADJ,0.00
ловкий_ADJ,выносливый_ADJ,3.92
ужасный_ADJ,рассердить_VERB,2.38
скромный_ADJ,покладистый_ADJ,2.46
свежий_ADJ,широкий_ADJ,0.00
огромный_ADJ,тупой_ADJ,0.00
крупный_ADJ,гибкий_ADJ,0.00
грязный_ADJ,узкий_ADJ,0.00
жена_NOUN,муж_NOUN,0.00
книга_NOUN,текст_NOUN,5.31
жених_NOUN,невеста_NOUN,0.00
ночь_NOUN,день_NOUN,0.00
юг_NOUN,север_NOUN,0.00
самолет_NOUN,аэропорт_NOUN,1.31
дядя_NOUN,тетя_NOUN,0.00
лошадь_NOUN,кобыла_NOUN,10.00
низ_NOUN,верх_NOUN,0.00
друг_NOUN,приятель_NOUN,9.31
учиться_VERB,ученик_NOUN,9.85
мир_NOUN,земля_NOUN,5.85
нога_NOUN,рука_NOUN,0.00
самолет_NOUN,джет_NOUN,5.69
женщина_NOUN,мужчина_NOUN,0.00
конь_NOUN,жеребенок_NOUN,6.23
актриса_NOUN,актер_NOUN,3.69
учитель_NOUN,преподаватель_NOUN,9.92
фильм_NOUN,кинолента_NOUN,9.92
птица_NOUN,ястреб_NOUN,5.23
слово_NOUN,словарь_NOUN,2.77
деньги_NOUN,зарплата_NOUN,7.54
собака_NOUN,кошка_NOUN,0.00
область_NOUN,регион_NOUN,9.08
флот_NOUN,армия_NOUN,4.38
книга_NOUN,литература_NOUN,6.00
одежда_NOUN,шкаф_NOUN,0.92
закат_NOUN,рассвет_NOUN,0.00
ребенок_NOUN,взрослый_ADJ,0.00
корова_NOUN,скот_NOUN,8.08
книга_NOUN,история_NOUN,1.38
зима_NOUN,лето_NOUN,0.00
такси_NOUN,таксомотор_NOUN,6.38
дерево_NOUN,клен_NOUN,5.23
кровать_NOUN,спальня_NOUN,2.46
крыша_NOUN,потолок_NOUN,2.77
болезнь_NOUN,инфекция_NOUN,8.31
рука_NOUN,плечо_NOUN,2.00
овца_NOUN,ягненок_NOUN,6.15
госпожа_NOUN,господин_NOUN,4.38
лодка_NOUN,якорь_NOUN,2.00
священник_NOUN,монах_NOUN,7.38
палец_NOUN,палец_NOUN,9.92
река_NOUN,поток_NOUN,6.23
злость_NOUN,ярость_NOUN,8.85
дата_NOUN,календарь_NOUN,4.46
море_NOUN,океан_NOUN,5.77
секунда_NOUN,минута_NOUN,2.69
кисть_NOUN,палец_NOUN,3.23
дерево_NOUN,бревно_NOUN,5.92
слякоть_NOUN,грязь_NOUN,7.85
проход_NOUN,коридор_NOUN,6.69
привычка_NOUN,манера_NOUN,8.15
мышка_NOUN,кошка_NOUN,1.54
полицейский_NOUN,шериф_NOUN,8.54
смерть_NOUN,погребение_NOUN,5.31
музыка_NOUN,мелодия_NOUN,8.77
пиво_NOUN,алкоголь_NOUN,6.31
рот_NOUN,губа_NOUN,4.31
буря_NOUN,ураган_NOUN,8.54
налог_NOUN,доход_NOUN,2.23
цветок_NOUN,фиалка_NOUN,6.31
бумага_NOUN,картон_NOUN,6.62
пол_NOUN,потолок_NOUN,1.31
пляж_NOUN,побережье_NOUN,6.62
карниз_NOUN,занавеска_NOUN,2.31
гончая_NOUN,лиса_NOUN,0.62
улица_NOUN,переулок_NOUN,5.69
судно_NOUN,палуба_NOUN,3.08
автомобиль_NOUN,гудок_NOUN,1.85
друг_NOUN,гость_NOUN,2.46
работодатель_NOUN,работник_NOUN,2.08
кисть_NOUN,запястье_NOUN,5.23
ядро_NOUN,пушка_NOUN,2.77
алкоголь_NOUN,бренди_NOUN,6.77
победа_NOUN,триумф_NOUN,9.62
телефон_NOUN,будка_NOUN,2.62
дверь_NOUN,проем_NOUN,4.92
мотель_NOUN,гостиница_NOUN,9.31
одежда_NOUN,ткань_NOUN,4.00
стейк_NOUN,мясо_NOUN,6.54
ноготь_NOUN,палец_NOUN,3.31
группа_NOUN,оркестр_NOUN,4.77
книга_NOUN,библия_NOUN,5.23
предприятие_NOUN,промышленность_NOUN,5.23
зима_NOUN,сезон_NOUN,3.92
десятилетие_NOUN,век_NOUN,2.08
алкоголь_NOUN,джин_NOUN,6.38
шляпа_NOUN,пальто_NOUN,1.23
окно_NOUN,дверь_NOUN,0.15
рука_NOUN,запястье_NOUN,2.54
дом_NOUN,квартира_NOUN,6.92
стекло_NOUN,хрусталь_NOUN,5.69
вино_NOUN,бренди_NOUN,4.62
создатель_NOUN,изготовитель_NOUN,9.46
ужин_NOUN,завтрак_NOUN,0.31
рука_NOUN,мускул_NOUN,1.54
пузырь_NOUN,пена_NOUN,3.23
хлеб_NOUN,мука_NOUN,5.15
смерть_NOUN,трагедия_NOUN,4.77
отсутствие_NOUN,присутствие_NOUN,0.08
ружье_NOUN,пушка_NOUN,3.38
трава_NOUN,травинка_NOUN,8.31
мяч_NOUN,корзина_NOUN,0.77
шланг_NOUN,сад_NOUN,0.77
мальчик_NOUN,ребенок_NOUN,5.62
